%time,field.timeTag,field.rotation1.x,field.rotation1.y,field.rotation1.z,field.rotation1.w,field.translation,field.rotation2.x,field.rotation2.y,field.rotation2.z,field.rotation2.w
1429052995458843539,57,0.0,0.0,-0.00665445088727,0.999977858897,0.28573,0.0,0.0,-0.00521047642312,0.999986425376
1429052995458877468,59,0.0,0.0,-0.000383689990586,0.999999926391,0.28619,0.0,0.0,0.0417363735542,0.999128657943
1429052995458911282,61,0.0,0.0,0.0322274187899,0.999480561831,0.28907,0.0,0.0,0.00328204410771,0.999994614079
1429052995458945073,63,0.0,0.0,0.357061386758,0.934080920524,0.28948,0.0,0.0,0.243109263631,0.969998910276
1429052995458981190,65,0.0,-0.0,-0.0208411445581,-0.999782799759,0.28914,0.0,0.0,0.0209394695065,0.999780745272
1429052995459015488,67,0.0,0.0,0.0191643267212,0.999816347427,0.28993,0.0,0.0,0.0143440080732,0.999897119424
1429052995459055839,69,-0.0,0.0,0.687936957225,-0.725770447789,0.28713,0.0,0.0,-0.143532541156,0.989645597994
1429052995459090273,71,0.0,0.0,0.0758321323453,0.997120598375,0.28835,0.0,0.0,0.138760800544,0.990325926265
1429052995459122781,73,0.0,0.0,0.0195582528644,0.999808719078,0.28768,0.0,0.0,0.0156098659932,0.999878158619
1429052995459156801,75,0.0,0.0,0.0149664412106,0.999887996546,0.28936,0.0,0.0,0.0142625164104,0.99989828514
1429052995459189387,77,0.0,0.0,0.0102163222732,0.999947812018,0.29005,0.0,0.0,0.0100333316536,0.999949664861
1429052995459222115,79,0.0,0.0,0.00950835672091,0.999954794554,0.29007,0.0,0.0,0.00602146361168,0.999981870824
1429052995459255193,81,0.0,0.0,-0.16616567231,0.986097849783,0.28681,0.0,0.0,-0.0414376322243,0.999141092457
1429052995459289797,83,0.0,0.0,0.313413007681,0.949616915717,0.28529,0.0,-0.0,-0.41468140116,-0.909966667264
1429052995459323328,85,0.0,0.0,0.0128246484256,0.999917760815,0.28919,0.0,0.0,0.0124846756522,0.9999220634
1429052995459356652,87,0.0,0.0,0.0112627618732,0.999936573086,0.28767,0.0,0.0,0.0121217031286,0.999926529458
1429052995459390273,89,0.0,0.0,0.0728753407745,0.997341057366,0.28649,0.0,0.0,0.0433738886327,0.999058910067
1429052995459424077,91,0.0,0.0,0.242051820609,0.970263323093,0.28736,0.0,0.0,0.230177425506,0.973148679693
1429052995459461340,93,0.0,0.0,0.0310035309869,0.999519274985,0.28802,0.0,0.0,0.0479481086809,0.998849827989
1429052995459495749,95,0.0,0.0,0.117497948208,0.993073125287,0.28871,0.0,0.0,0.0444428566332,0.999011928104
1429052995459530185,97,0.0,0.0,-0.00124239968038,0.999999228221,0.28611,0.0,0.0,-0.00076759992462,0.999999705395
1429052995459605261,99,0.0,0.0,-0.000951149856585,0.999999547657,0.28995,0.0,0.0,-0.000358849992298,0.999999935613
1429052995459647599,101,0.0,0.0,-0.000399129989403,0.999999920348,0.28893,0.0,0.0,-0.00195584875303,0.999998087326
1429052995459690294,103,0.0,0.0,-0.0335961767697,0.999435489117,0.28527,0.0,0.0,0.0968081473335,0.995303060685
1429052995459725921,105,0.0,0.0,0.0311929393317,0.999513381869,0.28619,0.0,0.0,0.0785041400218,0.996913787646
1429052995459767084,107,0.0,0.0,0.0164167624967,0.999865235874,0.28843,0.0,0.0,0.00653095357126,0.999978673095
1429052995459800339,109,0.0,0.0,-0.0448509492863,0.998993689844,0.28552,0.0,0.0,-0.0308775913124,0.999523173496
1429052995459832983,111,0.0,0.0,0.00226349806719,0.999997438285,0.28781,0.0,0.0,0.0011414997521,0.999999348489
1429052995459865868,113,0.0,0.0,0.00245059754718,0.999996997281,0.28735,0.0,0.0,0.00129939963434,0.99999915578
1429052995459898669,115,0.0,0.0,0.000734299934011,0.999999730402,0.28543,0.0,0.0,-0.00500947904772,0.999987452481
1429052995459931593,117,0.0,0.0,0.0855154280437,0.996336846436,0.28747,0.0,0.0,0.298446920325,0.954426233791
1429052995459964144,119,0.0,0.0,0.0526356650142,0.998613782585,0.28623,0.0,0.0,0.129014391157,0.991642721384
1429052995459996983,121,0.0,0.0,0.0140800347368,0.999900871398,0.29056,0.0,0.0,0.00764892541329,0.999970746542
1429052995460030071,123,0.0,0.0,0.010034831578,0.99994964981,0.28704,0.0,0.0,0.0371674373791,0.999309052095
1429052995460063937,125,0.0,0.0,0.0671344678592,0.997743936702,0.28709,0.0,0.0,0.0202546148369,0.999794854247
1429052995460097271,127,0.0,0.0,0.00689694532001,0.99997621579,0.28969,0.0,0.0,0.00627995872122,0.999980280865
1429052995460130949,129,0.0,0.0,0.0250758713076,0.9996855509,0.28876,0.0,0.0,0.0608423996232,0.998147385113
1429052995460164508,131,0.0,0.0,0.0766148485698,0.997060762932,0.28573,0.0,0.0,0.290050877281,0.957011226992
1429052995460198531,133,0.0,0.0,0.353944247006,0.935266523517,0.2896,0.0,0.0,-0.0227555356849,0.999741059273
1429052995460232627,135,0.0,0.0,-0.0360521855632,0.999349908649,0.28528,0.0,0.0,-0.0241526511396,0.999708282172
1429052995460266502,137,0.0,0.0,-0.0048033315294,0.999988463937,0.28696,0.0,0.0,-0.00305164526355,0.99999534372
1429052995460303364,139,0.0,0.0,0.0419187138382,0.999121024416,0.28528,0.0,0.0,0.205055096867,0.978750431545
1429052995460338093,141,0.0,0.0,0.107596304497,0.994194666682,0.28919,0.0,0.0,0.0239652054132,0.999712793221
1429052995460371958,143,0.0,0.0,0.0164452586492,0.99986476759,0.28516,0.0,0.0,0.0155833692165,0.99987857193
1429052995460412438,145,0.0,0.0,0.0158408374293,0.999874526063,0.28501,0.0,0.0,0.0138280592728,0.999904387818
1429052995460446831,147,0.0,0.0,-0.436455177695,0.899726001549,0.28535,0.0,0.0,-0.0295327053384,0.999563814529
1429052995460479306,149,0.0,0.0,0.02501738966,0.999687016128,0.28529,0.0,0.0,0.0805725656421,0.996748745505
1429052995460511655,151,0.0,0.0,0.0274080673396,0.999624328358,0.28768,0.0,0.0,0.0100283319051,0.999949715015
1429052995460544022,153,0.0,0.0,0.00540297371227,0.999985403831,0.28551,0.0,0.0,0.00515697714193,0.999986702705
1429052995460576487,155,0.0,0.0,-0.0572037562843,0.99836252447,0.28712,0.0,0.0,-0.0748200160496,0.997197054347
1429052995460609746,157,0.0,0.0,-0.000954949854859,0.999999544035,0.28892,0.0,0.0,-0.0153593960273,0.999882037519
1429052995460643038,159,0.0,0.0,0.241581214447,0.970380604107,0.28511,0.0,-0.0,-0.484413516959,-0.874839153552
1429052995460676472,161,-0.0,0.0,0.874979103026,-0.484160685381,0.28572,0.0,0.0,-0.235778912549,0.971806721729
1429052995460710034,163,0.0,0.0,-0.999986757689,0.00514630407846,0.28582,0.0,0.0,0.999999900396,0.000446326780078
1429052995460744594,165,0.0,-0.0,-0.972560035907,-0.232652050403,0.28924,-0.0,0.0,0.207523490076,-0.978230034842
1429052995460778572,167,0.0,-0.0,-0.342374198215,-0.939563679799,0.28943,0.0,0.0,0.285267007699,0.958448086397
1429052995460812671,169,0.0,0.0,0.999978898943,0.00649628110171,0.28858,0.0,-0.0,-0.998876656263,-0.047385921669
1429052995460846450,171,0.0,0.0,0.59486685572,0.803824249426,0.29003,0.0,0.0,0.997455930274,0.0712858131837
1429052995460880525,173,0.0,-0.0,-0.999938908776,-0.01105344811,0.28758,0.0,0.0,0.99994172023,0.0107961170583
1429052995460914302,175,0.0,-0.0,-0.999953403659,-0.00965352326269,0.28605,-0.0,0.0,0.999878265161,-0.0156030400298
1429052995460948396,177,0.0,-0.0,-0.761220212353,-0.648493475916,0.28537,0.0,0.0,0.0176665808905,0.999843933781
